train,validation,test,min
0.00,0.00,0.00,0.00
24.98,26.64,22.32,0.00
50.53,51.35,47.32,0.00
87.47,78.38,77.68,0.00
98.12,88.80,87.50,18.75
99.91,97.68,92.86,50.00
99.96,98.84,93.75,56.25
99.96,99.23,95.54,68.75
100.00,99.61,95.54,75.00
100.00,99.61,97.32,81.25
100.00,99.61,96.43,75.00
100.00,99.61,98.21,87.50
100.00,99.61,98.21,87.50
