train,validation,test,min
0.00,0.00,0.00,0.00
27.65,28.57,26.79,0.00
67.57,63.71,65.18,0.00
86.81,81.08,79.46,6.25
98.38,95.75,93.75,68.75
100.00,99.23,94.64,62.50
100.00,99.23,95.54,68.75
100.00,99.61,96.43,75.00
100.00,99.61,96.43,75.00
100.00,99.61,98.21,87.50
100.00,99.61,98.21,87.50
