train,validation,test,min
0.00,0.00,0.00,0.00
21.87,21.24,20.54,0.00
52.10,47.10,45.54,0.00
71.03,65.64,69.64,0.00
87.29,80.69,83.93,18.75
97.68,93.82,90.18,31.25
99.61,96.14,91.96,43.75
99.96,99.23,93.75,56.25
100.00,99.61,96.43,75.00
100.00,100.00,99.11,93.75
100.00,100.00,99.11,93.75
