train,validation,test,min
0.00,0.00,0.00,0.00
16.78,17.37,16.07,0.00
67.05,63.32,58.93,0.00
92.94,87.26,79.46,31.25
99.34,95.37,89.29,56.25
100.00,98.46,95.54,81.25
100.00,99.61,97.32,81.25
100.00,99.61,97.32,81.25
100.00,99.23,97.32,81.25
100.00,100.00,99.11,93.75
100.00,100.00,99.11,93.75
