train,validation,test,min
0.00,0.00,0.00,0.00
25.46,27.41,23.21,0.00
67.57,62.93,61.61,0.00
82.25,76.45,80.36,0.00
98.64,94.59,92.86,62.50
99.82,97.68,94.64,62.50
100.00,98.46,95.54,75.00
100.00,99.61,97.32,81.25
100.00,99.23,97.32,81.25
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
