train,validation,test,min
0.00,0.00,0.00,0.00
24.76,25.10,24.11,0.00
48.42,47.49,48.21,0.00
89.18,77.22,81.25,12.50
99.04,95.75,89.29,31.25
99.82,98.07,93.75,56.25
99.96,99.23,93.75,62.50
99.96,99.61,96.43,75.00
100.00,99.61,97.32,81.25
100.00,99.61,96.43,75.00
100.00,100.00,97.32,81.25
100.00,99.23,96.43,75.00
100.00,100.00,100.00,100.00
100.00,100.00,100.00,100.00
