train,validation,test,min
0.00,0.00,0.00,0.00
17.40,16.99,17.86,0.00
61.00,53.67,52.68,0.00
85.50,78.76,72.32,18.75
98.82,96.14,87.50,50.00
99.69,97.30,91.96,56.25
100.00,99.61,96.43,81.25
100.00,100.00,94.64,68.75
100.00,99.61,94.64,68.75
100.00,100.00,97.32,81.25
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
