train,validation,test,min
0.00,0.00,0.00,0.00
25.50,27.03,23.21,0.00
74.45,65.64,68.75,6.25
97.90,90.73,87.50,25.00
99.87,98.46,93.75,56.25
99.91,98.84,93.75,56.25
100.00,99.61,95.54,68.75
100.00,99.61,94.64,62.50
100.00,99.61,97.32,81.25
100.00,99.61,94.64,62.50
100.00,99.61,96.43,75.00
100.00,99.61,95.54,68.75
100.00,99.23,95.54,68.75
100.00,99.61,97.32,81.25
100.00,99.61,97.32,81.25
100.00,99.61,95.54,68.75
100.00,100.00,99.11,93.75
100.00,100.00,99.11,93.75
