train,validation,test,min
0.00,0.00,0.00,0.00
26.73,28.19,24.11,0.00
67.70,66.80,64.29,0.00
96.45,88.42,84.82,18.75
99.43,96.14,88.39,37.50
99.91,97.68,91.96,56.25
99.78,96.53,90.18,37.50
100.00,98.84,93.75,62.50
100.00,99.23,95.54,68.75
100.00,99.23,95.54,68.75
100.00,99.61,97.32,81.25
100.00,99.61,94.64,62.50
100.00,99.61,97.32,81.25
100.00,99.61,96.43,75.00
100.00,99.61,97.32,81.25
100.00,99.61,98.21,87.50
100.00,99.61,98.21,87.50
