train,validation,test,min
0.00,0.00,0.00,0.00
19.24,17.37,17.86,0.00
54.69,51.35,49.11,0.00
71.74,71.04,71.43,0.00
92.42,83.01,79.46,0.00
99.47,95.37,90.18,31.25
100.00,99.61,93.75,56.25
100.00,99.61,94.64,62.50
100.00,99.23,94.64,62.50
100.00,100.00,96.43,75.00
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
